File, Overlap
01_01.mid, 0.2829536794271789
01_02.mid, 0.5136042753738874
01_03.mid, 0.32137916311841436
01_04.mid, 0.32845317865096163
01_05.mid, 0.4104649278102841
02_01.mid, 0.2846214233586055
02_02.mid, 0.5020423665939663
02_04.mid, 0.3621382979401441
02_03.mid, 0.5835657749317711
02_05.mid, 0.4231145810930609
03_03.mid, 0.5506592596887173
03_04.mid, 0.3905230811136821
03_01.mid, 0.21269974404008057
03_02.mid, 0.500103720150917
04_01.mid, 0.3229520352111577
03_05.mid, 0.2585041874314924
04_02.mid, 0.3824120077529163
04_03.mid, 0.3071263598557906
04_04.mid, 0.4283611857839553
04_05.mid, 0.39241309509157707
05_01.mid, 0.3754564935368685
05_03.mid, 0.3647469257509442
05_02.mid, 0.4928601954593643
05_04.mid, 0.39097113633474484
06_01.mid, 0.4267428351581873
05_05.mid, 0.36789600972869657
06_03.mid, 0.4354443682649306
06_02.mid, 0.41934973032047007
06_04.mid, 0.445371507915112
06_05.mid, 0.489237485268787
07_01.mid, 0.4939924549618173
07_02.mid, 0.35289139237616834
07_03.mid, 0.39087137180876114
07_04.mid, 0.42878567443181004
07_05.mid, 0.5146890942519797
08_01.mid, 0.4393644795136043
08_02.mid, 0.4604526491375813
08_04.mid, 0.3349678320175823
08_03.mid, 0.42999249241122645
08_05.mid, 0.506486348571585
09_01.mid, 0.53172198127158
09_03.mid, 0.45234269054848797
09_02.mid, 0.3622594224952456
09_04.mid, 0.4743400952450303
09_05.mid, 0.38936657390015844
09_06.mid, 0.5434020321984385
10_01.mid, 0.3913365760887875
10_02.mid, 0.4442950187890435
10_04.mid, 0.43861838682560056
11_01.mid, 0.3471949678378355
10_03.mid, 0.5091455097865514
11_03.mid, 0.31197097603581486
11_02.mid, 0.4805637959508399
11_04.mid, 0.3680590304239701
11_05.mid, 0.4471260647203561
12_01.mid, 0.453205693003047
12_02.mid, 0.4288058847851251
12_03.mid, 0.40945601264224124
12_05.mid, 0.3652017334952341
12_04.mid, 0.4955860715280718
13_02.mid, 0.13573656605197976
13_01.mid, 0.4107856465545237
13_03.mid, 0.4003773985082005
13_05.mid, 0.40729649900582043
13_04.mid, 0.3772924764928931
14_01.mid, 0.4051196243264438
14_02.mid, 0.4693908150580876
14_04.mid, 0.3759903683630126
14_05.mid, 0.35983328831819994
15_01.mid, 0.38625598086446
15_02.mid, 0.3853040216910261
15_04.mid, 0.46626736438073974
15_03.mid, 0.3992497177197919
15_05.mid, 0.5366862463006424
16_02.mid, 0.4324878900549924
16_01.mid, 0.4544605952981948
16_03.mid, 0.5832386146149696
16_04.mid, 0.36627754548386315
17_02.mid, 0.4095757196152419
16_05.mid, 0.48580199429693643
17_01.mid, 0.37157223513940973
17_03.mid, 0.42417946844421056
17_05.mid, 0.4787042773837261
17_04.mid, 0.5964302868413023
17_06.mid, 0.4880376387456325
18_02.mid, 0.3725659494154885
18_01.mid, 0.31576471877841894
18_03.mid, 0.41924330918102876
18_04.mid, 0.3098052350869616
19_01.mid, 0.45300059871641435
19_02.mid, 0.4319183858130562
19_03.mid, 0.3993498229643752
19_04.mid, 0.4099828812362061
19_05.mid, 0.3972479930509695
20_01.mid, 0.3937532640382375
20_02.mid, 0.3496130515725093
20_03.mid, 0.3328436601636854
20_04.mid, 0.4253134989862907
20_05.mid, 0.3048914753490715
playing2.mid, 0.4649874478814881
playing3.mid, 0.502166538023338
yty1_2.mid, 0.42400070446235233
playing4.mid, 0.2326264525077392
yty1_1.mid, 0.4520342472352498
yty1_3.mid, 0.42261693317588744
yty1_4.mid, 0.3072673330013836
yty1_5.mid, 0.41153978205335484
yty20_1x7_2.mid, 0.32941821651622816
yty20_1x7_1.mid, 0.411866622725518
yty20_1x7_3.mid, 0.3001649664483834
yty20_1x7_4.mid, 0.389648953829646
yty20_1x7_6.mid, 0.3669250712541714
yty20_1x7_5.mid, 0.3156045223145252
yty20_1x7_7.mid, 0.32647957983487663
yty20_2x8_1.mid, 0.4054224030798839
yty20_2x8_2.mid, 0.4185221461096363
yty20_2x8_4.mid, 0.4980942234908958
yty20_2x8_3.mid, 0.4022684207830737
yty20_2x8_6.mid, 0.41740507062836335
yty20_2x8_5.mid, 0.41668546236708054
yty20_2x8_7.mid, 0.44693375319933804
yty20_2x8_8.mid, 0.4129743106887101
yty20_3x8_1.mid, 0.3450172751752829
yty20_3x8_3.mid, 0.5025521549403532
yty20_3x8_2.mid, 0.43689890427664935
yty20_3x8_4.mid, 0.3586921388493622
yty20_3x8_5.mid, 0.20504331439767473
yty20_3x8_7.mid, 0.42071137044650814
yty20_3x8_6.mid, 0.43647956531004783
yty20_3x8_8.mid, 0.39311869555048345
yty20_4x7_1.mid, 0.42489142901443766
yty20_4x7_2.mid, 0.501021915521786
yty20_4x7_3.mid, 0.39729975730062095
yty20_4x7_4.mid, 0.3861129455757047
yty20_4x7_5.mid, 0.36609532566244396
yty20_4x7_7.mid, 0.31807231174611156
yty20_4x7_6.mid, 0.4149860993693728
yty20_5x7_2.mid, 0.37223045343163147
yty20_5x7_1.mid, 0.416113837729764
yty20_5x7_3.mid, 0.4251993967548466
yty20_5x7_4.mid, 0.4017220688246931
yty20_5x7_5.mid, 0.3661992019320481
yty20_5x7_6.mid, 0.3868721709225758
yty20_5x7_7.mid, 0.37318222652348704
yty20_6x8_1.mid, 0.3958808184608223
yty20_6x8_2.mid, 0.3272050176105301
yty20_6x8_3.mid, 0.38779355487129114
yty20_6x8_4.mid, 0.42381680922488413
yty20_6x8_5.mid, 0.42411719926936786
yty20_6x8_7.mid, 0.3611260248287294
yty20_6x8_6.mid, 0.31134635211705497
yty20_6x8_8.mid, 0.30317033458640047
yty22_1x5_1.mid, 0.32548834022140644
yty22_1x5_2.mid, 0.39497835830377587
yty22_1x5_3.mid, 0.2843512447536212
yty22_1x5_4.mid, 0.33157637993051037
yty22_1x5_5.mid, 0.5145960375541556
yty22_2x5_2.mid, 0.3993730084097077
yty22_2x5_1.mid, 0.42211036388174467
yty22_2x5_3.mid, 0.1440434965180966
yty22_2x5_5.mid, 0.4387604665042652
yty22_2x5_4.mid, 0.24122733341544592
yty26_1x7_1.mid, 0.2997650515577062
yty26_1x7_2.mid, 0.4177626219259183
yty26_1x7_3.mid, 0.26422489266396604
yty26_1x7_4.mid, 0.35101234761166294
yty26_1x7_5.mid, 0.4242986866578797
yty26_1x7_6.mid, 0.3702425543933394
yty26_1x7_7.mid, 0.36557813058043903
yty26_2x8_1.mid, 0.4218121756037124
yty26_2x8_2.mid, 0.32068096450413386
yty26_2x8_3.mid, 0.38763845296732335
yty26_2x8_4.mid, 0.38971447692429967
yty26_2x8_5.mid, 0.4325262515164632
yty26_2x8_6.mid, 0.44030597014104667
yty26_2x8_7.mid, 0.3654406265221703
yty26_2x8_8.mid, 0.3908623858156948
yty26_3x5_1.mid, 0.2977172015082013
yty26_3x5_2.mid, 0.34672169777397505
yty26_3x5_3.mid, 0.37170599274549176
yty26_3x5_4.mid, 0.38150022746119894
yty26_3x5_5.mid, 0.2615236494589297
zyn1.mid, 0.42547856555641184
zyn3.mid, 0.329601767169133
zyn2.mid, 0.476411697829274
14_03.mid, 0.35496438127712054
yty2_1.mid, 0.37248594577854155
yty2_3.mid, 0.4096951004665261
yty2_2.mid, 0.4246573683843653
yty2_4.mid, 0.3468681503513605
yty2_5.mid, 0.4017308734425191
yty3_1.mid, 0.4077639253651518
yty3_2.mid, 0.47101156914230374
yty3_3.mid, 0.39644330387258775
yty3_4.mid, 0.4233966326032751
yty3_5.mid, 0.38087605110702993
yty4_1.mid, 0.5610334207778865
yty4_2.mid, 0.3154677735853629
yty4_3.mid, 0.3802102959407866
yty4_5.mid, 0.43721877635775896
yty5_1.mid, 0.44721433464742705
yty4_4.mid, 0.4274097443438757
yty5_2.mid, 0.38328446489139545
yty5_3.mid, 0.36104772065926766
yty5_4.mid, 0.36972758210445134
yty5_5.mid, 0.43365189799952936
