File, Overlap
01_01.mid, 0.338598890139243
01_02.mid, 0.0976916488222694
01_03.mid, 0.32390977915780367
01_04.mid, 0.3668991463678378
01_05.mid, 0.34368478559629934
02_01.mid, 0.5999303694171615
02_02.mid, 0.1951518534990206
02_04.mid, 0.1648821694728559
02_03.mid, 0.7232384883865137
02_05.mid, 0.20166397478936476
03_03.mid, 0.6777488945856224
03_04.mid, 0.42818383842872526
03_01.mid, 0.1457241010275853
03_02.mid, 0.2579068091511448
04_01.mid, 0.21373954981837498
03_05.mid, 0.1867898606923558
04_02.mid, 0.3236018014143383
04_03.mid, 0.34116554403346994
04_04.mid, 0.3994126709711283
04_05.mid, 0.3351822157131017
05_01.mid, 0.3424878698276913
05_03.mid, 0.3562686952126916
05_02.mid, 0.4752805378012786
05_04.mid, 0.338322935038676
06_01.mid, 0.4231898427549004
05_05.mid, 0.32525661960701585
06_03.mid, 0.4404329182473512
06_02.mid, 0.4252760093481678
06_04.mid, 0.5006099349313847
06_05.mid, 0.44112248216173344
07_01.mid, 0.475668680847619
07_02.mid, 0.31164426076774004
07_03.mid, 0.3465762015598112
07_04.mid, 0.3727084041415094
07_05.mid, 0.48234301699076987
08_01.mid, 0.3696758602231913
08_02.mid, 0.48455462102938107
08_04.mid, 0.32314070545856904
08_03.mid, 0.3996924311068768
08_05.mid, 0.4962601667200124
09_01.mid, 0.5356496057710864
09_03.mid, 0.4581124990294063
09_02.mid, 0.32810182757744283
09_04.mid, 0.5089993535893745
09_05.mid, 0.40588874574802075
09_06.mid, 0.5180347288233114
10_01.mid, 0.3318845707121431
10_02.mid, 0.43333192670778825
10_04.mid, 0.45215833034774516
11_01.mid, 0.4011233611931647
10_03.mid, 0.5094015800684227
11_03.mid, 0.24024340418164272
11_02.mid, 0.5613631452860935
11_04.mid, 0.31985821855157937
11_05.mid, 0.4028280999506722
12_01.mid, 0.4505422174395789
12_02.mid, 0.40090847730497864
12_03.mid, 0.41775250142453624
12_05.mid, 0.30235230439201916
12_04.mid, 0.4424813558316115
13_02.mid, 0.35425205215494904
13_01.mid, 0.45712949850114837
13_03.mid, 0.43690331145644695
13_05.mid, 0.5016840022932147
13_04.mid, 0.4468626495667374
14_03.mid, 0.3317577117415217
14_01.mid, 0.377838943887819
14_02.mid, 0.4479307836945883
14_04.mid, 0.364290098672458
14_05.mid, 0.16456879709251004
15_01.mid, 0.3382420377485692
15_02.mid, 0.3837951434142697
15_04.mid, 0.465588327625457
15_03.mid, 0.3858506405178335
15_05.mid, 0.5385298826164155
16_02.mid, 0.41698381655092603
16_01.mid, 0.43668509808773376
16_03.mid, 0
16_04.mid, 0.41656570108088037
17_02.mid, 0.39265758499118814
16_05.mid, 0.4606788191199742
17_01.mid, 0.3470497931880482
17_03.mid, 0.43433330811362175
17_05.mid, 0.4767393781810641
17_04.mid, 0.6149089688017768
17_06.mid, 0.4630919960681441
18_02.mid, 0.42186468321568094
18_01.mid, 0.2647634468376788
18_03.mid, 0.37195237085824134
18_04.mid, 0.3835777831232605
19_01.mid, 0.40687062190289813
19_02.mid, 0.19672367169515437
19_03.mid, 0.35508878551985906
19_04.mid, 0.3849497889994509
19_05.mid, 0.3674722778130079
20_01.mid, 0.4869354760396083
20_02.mid, 0.3798322584305015
20_03.mid, 0.5011526279833808
20_04.mid, 0.4658950784099005
20_05.mid, 0.39982418227624544
playing2.mid, 0.738585628562086
playing3.mid, 0.7890882062466859
yty1_2.mid, 0.35959472033955847
playing4.mid, 0.4746902155646465
yty1_1.mid, 0.4693164567777994
yty1_3.mid, 0.41524393838481294
yty1_4.mid, 0.31080253988067996
yty1_5.mid, 0.3489330839818924
yty20_1x7_2.mid, 0.42295988395920425
yty20_1x7_1.mid, 0.45678686657621664
yty20_1x7_3.mid, 0.35354374024851615
yty20_1x7_4.mid, 0.4009159145770331
yty20_1x7_6.mid, 0.5436481016412456
yty20_1x7_5.mid, 0.33671012918151816
yty20_1x7_7.mid, 0.3753678445409751
yty20_2x8_1.mid, 0.4344388816583548
yty20_2x8_2.mid, 0.3924329203900715
yty20_2x8_4.mid, 0.44310083634658004
yty20_2x8_3.mid, 0.408185984126512
yty20_2x8_6.mid, 0.45513885671459525
yty20_2x8_5.mid, 0.5124539698841741
yty20_2x8_7.mid, 0.4305690969471767
yty20_2x8_8.mid, 0.4930759366337069
yty20_3x8_1.mid, 0.42132019859964204
yty20_3x8_3.mid, 0.5946406626419245
yty20_3x8_2.mid, 0.49198094450730245
yty20_3x8_4.mid, 0.4102537715933363
yty20_3x8_5.mid, 0.21363034671732398
yty20_3x8_7.mid, 0.4629672537483992
yty20_3x8_6.mid, 0.43843104883819006
yty20_3x8_8.mid, 0.4160802661403086
yty20_4x7_1.mid, 0.49938658868291635
yty20_4x7_2.mid, 0.6272515878910359
yty20_4x7_3.mid, 0.45759788580935257
yty20_4x7_4.mid, 0.3301605691078477
yty20_4x7_5.mid, 0.47218335783394694
yty20_4x7_7.mid, 0.34846132433437527
yty20_4x7_6.mid, 0.3660364861301628
yty20_5x7_2.mid, 0.30270352955401975
yty20_5x7_1.mid, 0.4292323457329781
yty20_5x7_3.mid, 0.38690220840738265
yty20_5x7_4.mid, 0.48148262604779324
yty20_5x7_5.mid, 0.25239588710292016
yty20_5x7_6.mid, 0.33726253542702206
yty20_5x7_7.mid, 0.24277669146543898
yty20_6x8_1.mid, 0.3894428757155548
yty20_6x8_2.mid, 0.26024157079808585
yty20_6x8_3.mid, 0.4606825086771544
yty20_6x8_4.mid, 0.4412308286793008
yty20_6x8_5.mid, 0.39332112774093453
yty20_6x8_7.mid, 0.3467722443760714
yty20_6x8_6.mid, 0.2512934896363463
yty20_6x8_8.mid, 0.2918787053550328
yty22_1x5_1.mid, 0.5127490137977562
yty22_1x5_2.mid, 0.48212103933726774
yty22_1x5_3.mid, 0.4284154122654309
yty22_1x5_4.mid, 0.5029067574392612
yty22_1x5_5.mid, 0.5914406962384656
yty22_2x5_2.mid, 0.3500665193175138
yty22_2x5_1.mid, 0.4413336948145853
yty22_2x5_3.mid, 0.5209226324931919
yty22_2x5_5.mid, 0.5230422996796157
yty22_2x5_4.mid, 0.24888995091509705
yty26_1x7_1.mid, 0.3092124855759302
yty26_1x7_2.mid, 0.5131698733012554
yty26_1x7_3.mid, 0.22891766308005537
yty26_1x7_4.mid, 0.3581804211963216
yty26_1x7_5.mid, 0.4065602961710422
yty26_1x7_6.mid, 0.42836177399069014
yty26_1x7_7.mid, 0.2992362120330393
yty26_2x8_1.mid, 0.5200192369503712
yty26_2x8_2.mid, 0.266153072158438
yty26_2x8_3.mid, 0.42814546995227665
yty26_2x8_4.mid, 0.40367948408418386
yty26_2x8_5.mid, 0.4657219367683702
yty26_2x8_6.mid, 0.41441839529608354
yty26_2x8_7.mid, 0.33736024694014205
yty26_2x8_8.mid, 0.3610250200412771
yty26_3x5_1.mid, 0.5642097949567771
yty26_3x5_2.mid, 0.35499614698955545
yty26_3x5_3.mid, 0.3529778427915331
yty26_3x5_4.mid, 0.47765536869587727
yty26_3x5_5.mid, 0.239151585133734
yty2_1.mid, 0.325211224006149
yty2_3.mid, 0.3929790939997464
yty2_2.mid, 0.4477127782856783
yty2_4.mid, 0.1988593814663891
yty2_5.mid, 0.36525357892892646
yty3_1.mid, 0.39885536266465926
yty3_2.mid, 0.491946623150649
yty3_3.mid, 0.3594683920898191
yty3_4.mid, 0.4213646049471707
yty3_5.mid, 0.26942744898302723
yty4_1.mid, 0.6063212438337537
yty4_2.mid, 0.38846038193314714
yty4_3.mid, 0.3972639269217332
yty4_5.mid, 0.543063912315677
yty5_1.mid, 0.4331930398978827
yty4_4.mid, 0.399094440715087
yty5_2.mid, 0.4780306279044641
yty5_3.mid, 0.285602293197469
yty5_4.mid, 0.3841316347337989
yty5_5.mid, 0.4362836700036509
zyn1.mid, 0.748770493348648
zyn3.mid, 0.5917683198137113
zyn2.mid, 0.6609012136105266
