File, Overlap
11_04.mid, 0.3062568047869535
16_04.mid, 0.371366105389564
yty20_3x8_3.mid, 0.5668702621938844
playing4.mid, 0.35636914955029025
18_04.mid, 0.3430874371547889
yty20_2x8_2.mid, 0.4143621690756308
15_04.mid, 0.42364662313932683
17_05.mid, 0.4632730471396408
02_04.mid, 0.33145706325682783
09_04.mid, 0.4847064494050948
09_01.mid, 0.5208751804780789
07_03.mid, 0.3118281278533016
yty3_2.mid, 0.502149799431802
03_05.mid, 0.19700045166538813
19_04.mid, 0.3784063755197634
03_04.mid, 0.36989469466976826
11_01.mid, 0.408895958322971
04_02.mid, 0.44048533937986506
08_03.mid, 0.3757908461567335
07_04.mid, 0.3593801478925048
07_05.mid, 0.47648983974664083
04_05.mid, 0.33584609499471235
03_02.mid, 0.3242471707287357
yty20_5x7_2.mid, 0.35641121500820727
09_06.mid, 0.500884634176035
yty26_1x7_6.mid, 0.5339879175506478
02_05.mid, 0.27142433442211195
06_03.mid, 0.41690611313069204
17_02.mid, 0.3612070270559631
yty3_4.mid, 0.44138761235910834
04_03.mid, 0.34017764828123653
yty2_5.mid, 0.37232465278781945
yty3_1.mid, 0.398867380350259
yty26_2x8_5.mid, 0.45924877008945675
10_01.mid, 0.30616685117497255
02_03.mid, 0.6178655084613661
yty20_2x8_5.mid, 0.511381073343519
yty20_5x7_5.mid, 0.2713748561531542
yty20_6x8_5.mid, 0.4199043180143483
yty20_4x7_4.mid, 0.3197037176050041
02_02.mid, 0.46471928626001613
yty20_2x8_7.mid, 0.4132398886611436
yty26_1x7_2.mid, 0.47286508792387827
06_05.mid, 0.4335449427011087
yty20_1x7_4.mid, 0.3902776547471091
06_04.mid, 0.4667027555798695
yty26_1x7_1.mid, 0.3157856363192373
yty22_2x5_2.mid, 0.3447891800455333
yty20_6x8_7.mid, 0.3379270842022549
yty26_1x7_5.mid, 0.42368339460576826
yty20_2x8_4.mid, 0.46009416372304396
yty26_3x5_3.mid, 0.3822086916401535
yty2_4.mid, 0.2800860950393973
19_05.mid, 0.36355975891079634
14_02.mid, 0.4448896982797792
06_02.mid, 0.5211776812004919
14_03.mid, 0.32828826929895205
yty20_3x8_5.mid, 0.13127263250311585
yty26_3x5_5.mid, 0.27914927621286234
yty20_2x8_1.mid, 0.2800239001699075
17_06.mid, 0.4620194793356517
04_04.mid, 0.39346034704553706
yty1_3.mid, 0.442495596883746
yty1_1.mid, 0.309131014911415
yty26_2x8_6.mid, 0.4104404940473874
05_02.mid, 0.4408926259325737
yty20_6x8_3.mid, 0.46049148214685687
yty26_3x5_4.mid, 0.4922287171047899
03_01.mid, 0.09534864038769748
yty20_3x8_8.mid, 0.4075396812930403
yty20_1x7_5.mid, 0.3556534471443324
07_02.mid, 0.3067013672955426
01_04.mid, 0.3948480398358005
yty22_1x5_3.mid, 0.3409987280045685
yty20_3x8_2.mid, 0.4779810555658365
12_03.mid, 0.3866906504510046
10_03.mid, 0.5671952130995017
05_03.mid, 0.3397405765311066
09_03.mid, 0.4418743503155536
09_05.mid, 0.37931858766057197
08_05.mid, 0.4587680300357879
08_01.mid, 0.3330713228622524
07_01.mid, 0.45560382298935687
yty22_2x5_3.mid, 0.19087735721894405
yty2_1.mid, 0.23491261385693302
yty20_3x8_6.mid, 0.4678773338441781
yty2_3.mid, 0.345434859212864
06_01.mid, 0.3811737331517054
yty20_2x8_8.mid, 0.4859508827417667
yty26_3x5_2.mid, 0.39457956870627936
yty22_2x5_4.mid, 0.3905025199640665
yty20_1x7_6.mid, 0.5410421920522486
yty20_1x7_7.mid, 0.3632410222590487
yty22_1x5_4.mid, 0.4320257472588397
03_03.mid, 0.6151809308695988
yty3_3.mid, 0.395363074502465
yty20_4x7_2.mid, 0
yty20_5x7_6.mid, 0.36304906531201075
yty22_1x5_5.mid, 0.17502255287983157
01_01.mid, 0.3412160543146535
11_02.mid, 0.5483685616656281
01_02.mid, 0.37297029962596834
01_03.mid, 0.3212781329068479
yty20_2x8_6.mid, 0.41042916465834567
18_01.mid, 0.2407143092564628
10_02.mid, 0.3990660597982006
04_01.mid, 0.22414636704592175
11_03.mid, 0.2367994523141275
08_02.mid, 0.4651712787410434
02_01.mid, 0.5509992074373623
08_04.mid, 0.30075061793983154
05_05.mid, 0.3168224884616993
10_04.mid, 0.42212316235441605
01_05.mid, 0.29787712337245803
yty20_3x8_1.mid, 0.5370220562229598
yty1_4.mid, 0.13506771047372823
yty20_6x8_1.mid, 0.39277969034183763
yty20_1x7_2.mid, 0.3926606948897437
12_05.mid, 0.31810948394414
13_01.mid, 0.4025567744692654
yty26_1x7_4.mid, 0.335932823614042
yty20_1x7_3.mid, 0.3663014308286066
yty26_3x5_1.mid, 0.11548236081420071
20_03.mid, 0.4345852075571667
yty22_2x5_5.mid, 0.4485375765305661
yty20_6x8_4.mid, 0.43182623495330896
yty26_2x8_7.mid, 0.37289453874498474
yty20_4x7_6.mid, 0.3555075833154235
yty20_4x7_3.mid, 0.435566811704538
yty26_1x7_3.mid, 0.3156617415957625
yty20_5x7_3.mid, 0.3758812746594789
yty26_2x8_1.mid, 0.3076540187538773
yty2_2.mid, 0.39486437873520003
20_01.mid, 0.4682633416157461
yty1_5.mid, 0.4659003866621256
yty20_3x8_7.mid, 0.4157546337156345
yty20_3x8_4.mid, 0.3695011411031034
yty22_1x5_2.mid, 0.4460742956190412
yty22_1x5_1.mid, 0.20019154763077734
12_01.mid, 0.40605323103938545
yty26_2x8_3.mid, 0.4093013080361896
14_01.mid, 0.3790979646388457
15_02.mid, 0.36596670337199
yty26_2x8_8.mid, 0.3797360964533841
yty22_2x5_1.mid, 0.3842526098018927
yty20_2x8_3.mid, 0.38255565834244265
17_04.mid, 0.6440932288185705
yty20_6x8_6.mid, 0.26671765433179057
playing3.mid, 0.7800940807568142
18_03.mid, 0.3634028425397109
16_01.mid, 0.4112588655014438
yty20_4x7_7.mid, 0.5105351676606602
yty1_2.mid, 0.37310781060603154
19_03.mid, 0.3509364321730906
yty20_1x7_1.mid, 0.5161063508785857
15_03.mid, 0.38495816267420074
16_03.mid, 0
13_05.mid, 0.4567626472913519
17_01.mid, 0.3207215332593257
yty4_5.mid, 0.5313057032063846
18_02.mid, 0.4115388783636405
11_05.mid, 0.40133266975125803
20_04.mid, 0.45941021813317134
yty5_3.mid, 0.38935133813903877
12_02.mid, 0.372530998916104
yty4_3.mid, 0.38213963736428713
20_05.mid, 0.37561581474163397
19_02.mid, 0.2537208333906521
zyn1.mid, 0.322653165606552
16_02.mid, 0.4159388926833121
yty4_4.mid, 0.39932038776514156
13_02.mid, 0.22205751282335853
14_04.mid, 0.3593917683631514
yty5_5.mid, 0.449031201967613
20_02.mid, 0.3663223780281936
16_05.mid, 0.4637543777494503
zyn3.mid, 0.461778441621072
yty3_5.mid, 0.29385306534441846
15_05.mid, 0.5322993625169639
yty4_2.mid, 0.4031680997201479
yty5_1.mid, 0.20920175884692588
13_03.mid, 0.42579170661854754
yty5_4.mid, 0.4095756349331
yty4_1.mid, 0.03806065291917668
yty5_2.mid, 0.4747226537368762
