File, Precision, Recall, F1 Score
081.mid, 0.34610123119015046, 0.9019607843137255, 0.5002471576866041
082.mid, 0.03997289972899729, 0.12065439672801637, 0.06005089058524174
083.mid, 0.2857944974733296, 0.8929824561403509, 0.4330072309655465
084.mid, 0.3507853403141361, 0.8489968321013728, 0.4964495214572399
085.mid, 0.32605042016806723, 0.9023255813953488, 0.47901234567901235
086.mid, 0.31679819616685456, 0.9590443686006825, 0.476271186440678
087.mid, 0.07012700165654334, 0.22164048865619546, 0.10654362416107382
088.mid, 0.2760853008377761, 0.8118701007838746, 0.41204887752202335
089.mid, 0.3121495327102804, 0.9364485981308411, 0.46822429906542057
090.mid, 0.36196549137284323, 0.9332688588007737, 0.5216216216216216
091.mid, 0.2686868686868687, 0.8881469115191987, 0.41256300891818537
092.mid, 0.010290556900726392, 0.030575539568345324, 0.015398550724637682
093.mid, 0.3338008415147265, 0.9333333333333333, 0.49173553719008267
094.mid, 0.25133057362507394, 0.8466135458167331, 0.38759689922480617
095.mid, 0.3338187113214416, 0.8158362989323843, 0.47377938517179025
096.mid, 0.3518776077885953, 0.9583333333333334, 0.5147507629704985
098.mid, 0.34763432237369685, 0.9145569620253164, 0.5037768739105172
099.mid, 0.35325697924123123, 0.867311072056239, 0.5020345879959308
100.mid, 0.30687830687830686, 0.9598108747044918, 0.4650630011454754
101.mid, 0.06152474364690147, 0.15436241610738255, 0.08798214854956965
102.mid, 0.31359102244389025, 0.8840070298769771, 0.46295444086516335
105.mid, 0.2744405182567727, 0.937625754527163, 0.4246013667425968
106.mid, 0.2718696397941681, 0.8805555555555555, 0.4154652686762779
001.mid, 0.34480385409497594, 0.9452830188679245, 0.5052950075642966
002.mid, 0.288566953797964, 0.8763376932223543, 0.43416789396170835
003.mid, 0.35978169605373633, 0.7638146167557932, 0.48915525114155256
004.mid, 0.36450247000705716, 0.9182222222222223, 0.5218489517554938
005.mid, 0.3735408560311284, 0.9365853658536586, 0.5340751043115438
006.mid, 0.2947103274559194, 0.897239263803681, 0.4436860068259385
007.mid, 0.3203275529865125, 0.9392655367231638, 0.4777298850574712
008.mid, 0.32461625923820353, 0.7952646239554317, 0.46104158255954786
009.mid, 0.3268229166666667, 0.8964285714285715, 0.4790076335877863
010.mid, 0.27867698803659396, 0.8859060402684564, 0.423982869379015
011.mid, 0.3651315789473684, 0.9327731092436975, 0.5248226950354611
012.mid, 0.29806949806949806, 0.9018691588785047, 0.44805571677307027
013.mid, 0.16449086161879894, 0.4954128440366973, 0.24697811172819342
014.mid, 0.34791580685101114, 0.8735751295336788, 0.49763872491145217
015.mid, 0.3398661567877629, 0.786504424778761, 0.4746328437917222
016.mid, 0.37271214642262895, 0.9017713365539453, 0.5274311278549564
017.mid, 0.3044237485448196, 0.9775700934579439, 0.46426986240568135
018.mid, 0.33864168618266977, 0.8892988929889298, 0.49050203527815467
020.mid, 0.33625, 0.8829321663019694, 0.4870247435123718
021.mid, 0.298063297118564, 0.8184176394293126, 0.43698060941828254
024.mid, 0.36196682464454977, 0.8050065876152833, 0.49938700449530044
025.mid, 0.31200373657169544, 0.8942436412315931, 0.4626038781163435
027.mid, 0.3256900212314225, 0.9174641148325359, 0.48072704481353806
030.mid, 0.2928653624856157, 0.9408502772643254, 0.4466871434839842
031.mid, 0.37334315169366716, 0.976878612716763, 0.5402237613212574
032.mid, 0.3075060532687651, 0.9315403422982885, 0.46237864077669905
033.mid, 0.30246502331778813, 0.9284253578732107, 0.4562814070351759
034.mid, 0.13238208481965913, 0.3411644535240041, 0.19074814391776126
036.mid, 0.32945499081445195, 0.9356521739130435, 0.4873188405797102
037.mid, 0.08201240523776705, 0.21875, 0.11929824561403508
038.mid, 0.31978609625668447, 0.7410161090458488, 0.44676877101232726
039.mid, 0.2736907730673317, 0.8940936863543788, 0.4190930787589499
040.mid, 0.3289013296011197, 0.8986615678776291, 0.48155737704918034
041.mid, 0.2884272997032641, 0.9135338345864662, 0.4384303112313938
042.mid, 0.32164383561643833, 0.9044684129429892, 0.4745351657235246
043.mid, 0.0040192926045016075, 0.009191176470588236, 0.005592841163310962
044.mid, 0.4219133278822568, 0.8835616438356164, 0.5711123408965136
045.mid, 0.333945796968305, 0.8205417607223476, 0.47469800848841004
046.mid, 0.34988452655889146, 0.9280245022970903, 0.5081761006289308
047.mid, 0.33476088508208424, 0.7790697674418605, 0.4682975536694958
048.mid, 0.02875816993464052, 0.07726075504828797, 0.04191474160514408
049.mid, 0.03429796355841372, 0.09495548961424333, 0.050393700787401574
050.mid, 0.35428122545168894, 0.9185336048879837, 0.5113378684807256
051.mid, 0.11544273194318526, 0.2064864864864865, 0.14809071525489437
052.mid, 0.3489583333333333, 0.8921438082556591, 0.5016847622613253
053.mid, 0.034166666666666665, 0.10275689223057644, 0.05128205128205127
054.mid, 0.33488372093023255, 0.8888888888888888, 0.48648648648648657
055.mid, 0.02240566037735849, 0.06312292358803986, 0.03307223672758921
056.mid, 0.3163761074592741, 0.7790288529204785, 0.44999999999999996
057.mid, 0.3389830508474576, 0.9398496240601504, 0.4982561036372695
058.mid, 0.3749507680189051, 0.9171483622350675, 0.5322896281800391
059.mid, 0.3076181292189007, 0.8296488946684005, 0.44882166725290185
060.mid, 0.34782608695652173, 0.927536231884058, 0.5059288537549408
061.mid, 0.3241252302025783, 0.8964346349745331, 0.47610459873760147
062.mid, 0.3341298287534847, 0.8794549266247379, 0.48427128427128424
063.mid, 0.3223511793335829, 0.9288025889967637, 0.47859922178988323
064.mid, 0.21919704660821412, 0.8996212121212122, 0.35250463821892397
065.mid, 0.2899612236105127, 0.788056206088993, 0.42393700787401567
066.mid, 0.3314393939393939, 0.7446808510638298, 0.4587155963302752
067.mid, 0.35724533715925394, 0.9325842696629213, 0.5165975103734439
068.mid, 0.3130571578395385, 0.8528571428571429, 0.45799769850402755
069.mid, 0.37568526281844566, 0.9010054137664346, 0.5302685480200273
070.mid, 0.27181603773584906, 0.9624217118997912, 0.4239080459770114
072.mid, 0.3418181818181818, 0.8493975903614458, 0.48746758859118416
073.mid, 0.33229974160206716, 0.8905817174515236, 0.48400451637184794
074.mid, 0.2867950481430536, 0.8778947368421053, 0.4323483670295489
075.mid, 0.3133159268929504, 0.9580838323353293, 0.4722085587801279
080.mid, 0.20484061393152303, 0.8567901234567902, 0.33063363506431637
078.mid, 0.2813765182186235, 0.7942857142857143, 0.4155455904334828
079.mid, 0.02099370188943317, 0.058027079303675046, 0.030832476875642344
077.mid, 0.30372340425531913, 0.8251445086705202, 0.44401244167962667
