File, Precision, Recall, F1 Score
01_01.mid, 0.36044880785413747, 0.5479744136460555, 0.43485617597292725
01_02.mid, 0.3463687150837989, 0.45588235294117646, 0.3936507936507937
01_03.mid, 0.40085287846481876, 0.5545722713864307, 0.46534653465346537
01_04.mid, 0.3894839337877313, 0.4672897196261682, 0.42485395645246954
01_05.mid, 0.3858632676709154, 0.5076219512195121, 0.43844634628044765
02_01.mid, 0.5482758620689655, 0.5928411633109619, 0.5696882837692583
02_02.mid, 0.36363636363636365, 0.557919621749409, 0.4402985074626866
02_03.mid, 0.3194945848375451, 0.5042735042735043, 0.39116022099447517
02_04.mid, 0.3925925925925926, 0.47909604519774013, 0.43155216284987274
02_05.mid, 0.39848993288590606, 0.5058572949946751, 0.44580009385265135
03_01.mid, 0.32084095063985374, 0.527027027027027, 0.39886363636363636
03_02.mid, 0.31541725601131543, 0.5210280373831776, 0.3929515418502203
03_03.mid, 0.370304114490161, 0.4376321353065539, 0.4011627906976744
03_04.mid, 0.5005537098560354, 0.5255813953488372, 0.5127623369256948
03_05.mid, 0.4856687898089172, 0.5575868372943327, 0.5191489361702127
04_01.mid, 0.5913290689410092, 0.6307808946171342, 0.6104181951577402
04_02.mid, 0.3175775480059084, 0.45263157894736844, 0.37326388888888884
04_03.mid, 0.36031589338598224, 0.4334916864608076, 0.39353099730458224
04_04.mid, 0.3993933265925177, 0.6021341463414634, 0.48024316109422494
04_05.mid, 0.4607201309328969, 0.4595918367346939, 0.4601552921945239
05_01.mid, 0.4126315789473684, 0.5287769784172662, 0.46353961371698854
05_02.mid, 0.39436619718309857, 0.5724907063197026, 0.46702047005307046
05_03.mid, 0.42773892773892774, 0.42427745664739885, 0.42600116076610556
05_04.mid, 0.3747323340471092, 0.5157170923379175, 0.43406366267052504
05_05.mid, 0.4450784593437946, 0.46153846153846156, 0.45315904139433555
06_01.mid, 0.4619718309859155, 0.5559322033898305, 0.5046153846153847
06_02.mid, 0.35139573070607555, 0.4874715261958998, 0.4083969465648855
